"","HL","Non-HL","HL_Prop","NonHL_Prop"
"Not Hispanic",12992986.4400007,233270782.919996,0.0527604465478929,0.947239553452107
"Mexican",6621378.95999979,14261935.799999,0.317065515513026,0.682934484486974
"Puerto Rican",1050865.2,2350373.76,0.308965413003501,0.691034586996499
"Cuban",291954.600000001,976123.679999998,0.230233893762458,0.769766106237541
"Other",3375063.72000008,6308489.8799999,0.348535657405778,0.651464342594222
