"","HL","Non-HL","HL_Prop","NonHL_Prop"
"Not Hispanic",13372334.6200001,244949207.23999,0.0517662387879671,0.948233761212033
"Mexican",9702987.24,23282802.6599999,0.294156582862369,0.705843417137631
"Puerto Rican",1316277.3,3451642.83999999,0.276069493898864,0.723930506101136
"Cuban",573514.739999999,1314139.7,0.303824009229146,0.696175990770854
"Other",3647593.96,7644992.79999998,0.323007831378397,0.676992168621603
