"","HL","Non-HL","HL_Prop","NonHL_Prop"
"First generation",14664907.94,27649916.1200004,0.346566676472667,0.653433323527333
"Second generation",2412475.32,17591930.3,0.120597200728026,0.879402799271974
"Third+ generation",1204821.5,73694915.6399986,0.0160857907651667,0.983914209234833
"Unknown",10330503.1,161706023.179995,0.0600483125495502,0.93995168745045
