"","HL","Non-HL","HL_Prop","NonHL_Prop"
"0-17",0,65119400,0,1
"18-24",2505200,27095600,0.0846328477608713,0.915367152239129
"25-34",3702800,33562000,0.0993645477769906,0.900635452223009
"35-44",2501200,22967800,0.098205661784915,0.901794338215085
"45-54",1952600,20817200,0.0857539372326503,0.91424606276735
"55-64",1745000,20209600,0.079482204185,0.920517795815
"65+",1665000,23219600,0.0669088512574042,0.933091148742596
