"","Spanish","French","Chinese","Hindi and related","Filipino, Tagalog","German","Vietnamese","Korean","Russian","Arabic","Dravidian","Italian","Sub-Saharan Africa","Portuguese","Polish","Japanese","Serbo-Croatian, Yugoslavian, Slavonian","Greek","Persian, Iranian, Farsi","Navajo","Hebrew, Israeli","Amharic, Ethiopian, etc","Thai, Siamese, Lao","Indonesian","Yiddish, Jewish","Micronesian, Polynesian","Armenian","Dutch","Ukrainian, Ruthenian, Little Russian","Rumanian","Tibetan","Albanian","Other East/Southeast Asian","Hamitic","Native","Turkish","Other Balto-Slavic","Magyar, Hungarian","Other Malayan","Near East Arabic dialect","Athapascan","Burmese, Lisu, Lolo","Lithuanian","Swedish","Czech","Norwegian","Slovak","Hawaiian","Aleut, Eskimo","Finnish","Other or not reported","Danish","Other Persian dialects","Celtic","Keres","Siouan languages","American Indian, n.s","African, n.s","Iroquoian","Zuni","English","N/A or blank"
"134",1158.98,0,0,1386.1,0,460.92,0,0,0,267.2,1409.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",200.4,0,0,0,0,1058.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",7054.08,1002,0,0,0,86.84,1302.6,0,1265.86,0,0,0,0,0,0,344.02,0,0,0,0,0,0,764.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",6018.68,317.3,0,0,0,277.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138",2688.7,0,0,1402.8,0,243.82,0,0,0,0,0,0,0,384.1,0,0,0,0,0,0,0,160.32,0,187.04,0,0,0,1282.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139",1072.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140",13537.02,0,0,0,0,0,0,0,701.4,0,1452.9,0,738.14,0,0,0,2505,0,0,0,0,0,991.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507.68,0,0,0,0,0,0
"141",955.24,0,1432.86,0,0,1706.74,0,0,0,0,1496.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",808.28,1078.82,0,0,0,90.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143",340.68,93.52,0,0,0,110.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.84,0,0,0,0,0,0,0,0,0,0,0
