"","HL","Non-HL","HL_Prop","NonHL_Prop"
"White",14134337.5,194600300,0.0677143844897328,0.932285615510267
"Black",1071762.5,28781037.5,0.035901573721728,0.964098426278272
"American Indian/Alaska Native",322250,1701162.5,0.159260654957899,0.840739345042101
"Asian and/or Pacific Islander",3156187.5,3953312.5,0.44393944721851,0.55606055278149
"Other race, non-Hispanic",53450,211300,0.201888574126534,0.798111425873466
