"","HL","Non-HL","HL_Prop","NonHL_Prop"
"Not Hispanic",13078458.45,255145182.74999,0.0487595291432517,0.951240470856748
"Mexican",9539484.3,26744911.65,0.262908725644639,0.737091274355361
"Puerto Rican",1513468.35,4075004.24999999,0.270819677992158,0.729180322007842
"Cuban",612054.000000001,1597417.65,0.277013737650809,0.722986262349191
"Other",3985743.6,10858147.6500001,0.268510697961356,0.731489302038644
