"","HL","Non-HL","HL_Prop","NonHL_Prop"
"First generation",4815600,10378600,0.316936725855919,0.683063274144081
"Second generation",382200,5715200,0.0626824548168072,0.937317545183193
"Third+ generation",745000,70969600,0.0103884006882838,0.989611599311716
"Unknown",8129000,125927800,0.060638475631225,0.939361524368775
